"region"	"kjønn"	"alder"	"år"	"Personer"
"K-4601 Bergen"	"Kvinner"	"80-89 år"	"2011"	5860
"K-4601 Bergen"	"Kvinner"	"80-89 år"	"2012"	5880
"K-4601 Bergen"	"Kvinner"	"80-89 år"	"2013"	5900
"K-4601 Bergen"	"Kvinner"	"80-89 år"	"2014"	5834
"K-4601 Bergen"	"Kvinner"	"80-89 år"	"2015"	5756
"K-4601 Bergen"	"Kvinner"	"80-89 år"	"2016"	5716
"K-4601 Bergen"	"Kvinner"	"80-89 år"	"2017"	5653
"K-4601 Bergen"	"Kvinner"	"80-89 år"	"2018"	5620
"K-4601 Bergen"	"Kvinner"	"80-89 år"	"2019"	5706
"K-4601 Bergen"	"Kvinner"	"80-89 år"	"2020"	5779
"K-4601 Bergen"	"Kvinner"	"80-89 år"	"2021"	5886
"K-4601 Bergen"	"Kvinner"	"80-89 år"	"2022"	5861
"K-4601 Bergen"	"Kvinner"	"80-89 år"	"2023"	5918
"K-4601 Bergen"	"Kvinner"	"90 år og eldre"	"1986"	662
"K-4601 Bergen"	"Kvinner"	"90 år og eldre"	"1987"	700
"K-4601 Bergen"	"Kvinner"	"90 år og eldre"	"1988"	741
"K-4601 Bergen"	"Kvinner"	"90 år og eldre"	"1989"	774
"K-4601 Bergen"	"Kvinner"	"90 år og eldre"	"1990"	780
"K-4601 Bergen"	"Kvinner"	"90 år og eldre"	"1991"	824
"K-4601 Bergen"	"Kvinner"	"90 år og eldre"	"1992"	880
"K-4601 Bergen"	"Kvinner"	"90 år og eldre"	"1993"	901
"K-4601 Bergen"	"Kvinner"	"90 år og eldre"	"1994"	922
"K-4601 Bergen"	"Kvinner"	"90 år og eldre"	"1995"	976
"K-4601 Bergen"	"Kvinner"	"90 år og eldre"	"1996"	1038
"K-4601 Bergen"	"Kvinner"	"90 år og eldre"	"1997"	1063
"K-4601 Bergen"	"Kvinner"	"90 år og eldre"	"1998"	1061
"K-4601 Bergen"	"Kvinner"	"90 år og eldre"	"1999"	1142
"K-4601 Bergen"	"Kvinner"	"90 år og eldre"	"2000"	1154
"K-4601 Bergen"	"Kvinner"	"90 år og eldre"	"2001"	1143
"K-4601 Bergen"	"Kvinner"	"90 år og eldre"	"2002"	1159
"K-4601 Bergen"	"Kvinner"	"90 år og eldre"	"2003"	1149
"K-4601 Bergen"	"Kvinner"	"90 år og eldre"	"2004"	1193
"K-4601 Bergen"	"Kvinner"	"90 år og eldre"	"2005"	1231
"K-4601 Bergen"	"Kvinner"	"90 år og eldre"	"2006"	1304
"K-4601 Bergen"	"Kvinner"	"90 år og eldre"	"2007"	1318
"K-4601 Bergen"	"Kvinner"	"90 år og eldre"	"2008"	1383
"K-4601 Bergen"	"Kvinner"	"90 år og eldre"	"2009"	1393
"K-4601 Bergen"	"Kvinner"	"90 år og eldre"	"2010"	1457
"K-4601 Bergen"	"Kvinner"	"90 år og eldre"	"2011"	1560
"K-4601 Bergen"	"Kvinner"	"90 år og eldre"	"2012"	1574
"K-4601 Bergen"	"Kvinner"	"90 år og eldre"	"2013"	1618
"K-4601 Bergen"	"Kvinner"	"90 år og eldre"	"2014"	1638
"K-4601 Bergen"	"Kvinner"	"90 år og eldre"	"2015"	1713
"K-4601 Bergen"	"Kvinner"	"90 år og eldre"	"2016"	1666
"K-4601 Bergen"	"Kvinner"	"90 år og eldre"	"2017"	1698
"K-4601 Bergen"	"Kvinner"	"90 år og eldre"	"2018"	1734
"K-4601 Bergen"	"Kvinner"	"90 år og eldre"	"2019"	1756
"K-4601 Bergen"	"Kvinner"	"90 år og eldre"	"2020"	1799
"K-4601 Bergen"	"Kvinner"	"90 år og eldre"	"2021"	1790
"K-4601 Bergen"	"Kvinner"	"90 år og eldre"	"2022"	1870
"K-4601 Bergen"	"Kvinner"	"90 år og eldre"	"2023"	1844
"K-1506 Molde"	"Menn"	"0-17 år"	"1986"	3490
"K-1506 Molde"	"Menn"	"0-17 år"	"1987"	3454
"K-1506 Molde"	"Menn"	"0-17 år"	"1988"	3501
"K-1506 Molde"	"Menn"	"0-17 år"	"1989"	3482
"K-1506 Molde"	"Menn"	"0-17 år"	"1990"	3457
"K-1506 Molde"	"Menn"	"0-17 år"	"1991"	3466
"K-1506 Molde"	"Menn"	"0-17 år"	"1992"	3442
"K-1506 Molde"	"Menn"	"0-17 år"	"1993"	3475
"K-1506 Molde"	"Menn"	"0-17 år"	"1994"	3490
"K-1506 Molde"	"Menn"	"0-17 år"	"1995"	3517
"K-1506 Molde"	"Menn"	"0-17 år"	"1996"	3573
"K-1506 Molde"	"Menn"	"0-17 år"	"1997"	3616
"K-1506 Molde"	"Menn"	"0-17 år"	"1998"	3624
"K-1506 Molde"	"Menn"	"0-17 år"	"1999"	3616
"K-1506 Molde"	"Menn"	"0-17 år"	"2000"	3629
"K-1506 Molde"	"Menn"	"0-17 år"	"2001"	3605
"K-1506 Molde"	"Menn"	"0-17 år"	"2002"	3645
"K-1506 Molde"	"Menn"	"0-17 år"	"2003"	3621
"K-1506 Molde"	"Menn"	"0-17 år"	"2004"	3567
"K-1506 Molde"	"Menn"	"0-17 år"	"2005"	3530
"K-1506 Molde"	"Menn"	"0-17 år"	"2006"	3474
"K-1506 Molde"	"Menn"	"0-17 år"	"2007"	3447
"K-1506 Molde"	"Menn"	"0-17 år"	"2008"	3405
"K-1506 Molde"	"Menn"	"0-17 år"	"2009"	3399
"K-1506 Molde"	"Menn"	"0-17 år"	"2010"	3390
"K-1506 Molde"	"Menn"	"0-17 år"	"2011"	3409
"K-1506 Molde"	"Menn"	"0-17 år"	"2012"	3427
"K-1506 Molde"	"Menn"	"0-17 år"	"2013"	3402
"K-1506 Molde"	"Menn"	"0-17 år"	"2014"	3381
"K-1506 Molde"	"Menn"	"0-17 år"	"2015"	3378
"K-1506 Molde"	"Menn"	"0-17 år"	"2016"	3429
"K-1506 Molde"	"Menn"	"0-17 år"	"2017"	3422
"K-1506 Molde"	"Menn"	"0-17 år"	"2018"	3405
"K-1506 Molde"	"Menn"	"0-17 år"	"2019"	3349
"K-1506 Molde"	"Menn"	"0-17 år"	"2020"	3313
"K-1506 Molde"	"Menn"	"0-17 år"	"2021"	3301
"K-1506 Molde"	"Menn"	"0-17 år"	"2022"	3280
"K-1506 Molde"	"Menn"	"0-17 år"	"2023"	3255
"K-1506 Molde"	"Menn"	"18-49 år"	"1986"	6052
"K-1506 Molde"	"Menn"	"18-49 år"	"1987"	6140
"K-1506 Molde"	"Menn"	"18-49 år"	"1988"	6208
"K-1506 Molde"	"Menn"	"18-49 år"	"1989"	6321
"K-1506 Molde"	"Menn"	"18-49 år"	"1990"	6353
"K-1506 Molde"	"Menn"	"18-49 år"	"1991"	6416
"K-1506 Molde"	"Menn"	"18-49 år"	"1992"	6467
"K-1506 Molde"	"Menn"	"18-49 år"	"1993"	6476
"K-1506 Molde"	"Menn"	"18-49 år"	"1994"	6485
"K-1506 Molde"	"Menn"	"18-49 år"	"1995"	6505
"K-1506 Molde"	"Menn"	"18-49 år"	"1996"	6498
"K-1506 Molde"	"Menn"	"18-49 år"	"1997"	6403
"K-1506 Molde"	"Menn"	"18-49 år"	"1998"	6386
"K-1506 Molde"	"Menn"	"18-49 år"	"1999"	6376
"K-1506 Molde"	"Menn"	"18-49 år"	"2000"	6376
"K-1506 Molde"	"Menn"	"18-49 år"	"2001"	6358
"K-1506 Molde"	"Menn"	"18-49 år"	"2002"	6292
"K-1506 Molde"	"Menn"	"18-49 år"	"2003"	6283
"K-1506 Molde"	"Menn"	"18-49 år"	"2004"	6233
"K-1506 Molde"	"Menn"	"18-49 år"	"2005"	6240
"K-1506 Molde"	"Menn"	"18-49 år"	"2006"	6214
"K-1506 Molde"	"Menn"	"18-49 år"	"2007"	6203
"K-1506 Molde"	"Menn"	"18-49 år"	"2008"	6192
"K-1506 Molde"	"Menn"	"18-49 år"	"2009"	6286
"K-1506 Molde"	"Menn"	"18-49 år"	"2010"	6329
"K-1506 Molde"	"Menn"	"18-49 år"	"2011"	6397
"K-1506 Molde"	"Menn"	"18-49 år"	"2012"	6520
"K-1506 Molde"	"Menn"	"18-49 år"	"2013"	6656
"K-1506 Molde"	"Menn"	"18-49 år"	"2014"	6638
"K-1506 Molde"	"Menn"	"18-49 år"	"2015"	6702
"K-1506 Molde"	"Menn"	"18-49 år"	"2016"	6762
"K-1506 Molde"	"Menn"	"18-49 år"	"2017"	6709
"K-1506 Molde"	"Menn"	"18-49 år"	"2018"	6643
"K-1506 Molde"	"Menn"	"18-49 år"	"2019"	6635
"K-1506 Molde"	"Menn"	"18-49 år"	"2020"	6582
"K-1506 Molde"	"Menn"	"18-49 år"	"2021"	6435
"K-1506 Molde"	"Menn"	"18-49 år"	"2022"	6425
"K-1506 Molde"	"Menn"	"18-49 år"	"2023"	6536
"K-1506 Molde"	"Menn"	"50-66 år"	"1986"	2163
"K-1506 Molde"	"Menn"	"50-66 år"	"1987"	2134
"K-1506 Molde"	"Menn"	"50-66 år"	"1988"	2096
"K-1506 Molde"	"Menn"	"50-66 år"	"1989"	2091
"K-1506 Molde"	"Menn"	"50-66 år"	"1990"	2099
"K-1506 Molde"	"Menn"	"50-66 år"	"1991"	2068
"K-1506 Molde"	"Menn"	"50-66 år"	"1992"	2045
"K-1506 Molde"	"Menn"	"50-66 år"	"1993"	2052
"K-1506 Molde"	"Menn"	"50-66 år"	"1994"	2096
"K-1506 Molde"	"Menn"	"50-66 år"	"1995"	2151
"K-1506 Molde"	"Menn"	"50-66 år"	"1996"	2268
"K-1506 Molde"	"Menn"	"50-66 år"	"1997"	2363
"K-1506 Molde"	"Menn"	"50-66 år"	"1998"	2440
"K-1506 Molde"	"Menn"	"50-66 år"	"1999"	2524
"K-1506 Molde"	"Menn"	"50-66 år"	"2000"	2578
"K-1506 Molde"	"Menn"	"50-66 år"	"2001"	2658
"K-1506 Molde"	"Menn"	"50-66 år"	"2002"	2745
"K-1506 Molde"	"Menn"	"50-66 år"	"2003"	2844
"K-1506 Molde"	"Menn"	"50-66 år"	"2004"	2957
"K-1506 Molde"	"Menn"	"50-66 år"	"2005"	3021
"K-1506 Molde"	"Menn"	"50-66 år"	"2006"	3112
"K-1506 Molde"	"Menn"	"50-66 år"	"2007"	3158
"K-1506 Molde"	"Menn"	"50-66 år"	"2008"	3223
"K-1506 Molde"	"Menn"	"50-66 år"	"2009"	3303
"K-1506 Molde"	"Menn"	"50-66 år"	"2010"	3373
"K-1506 Molde"	"Menn"	"50-66 år"	"2011"	3394
"K-1506 Molde"	"Menn"	"50-66 år"	"2012"	3472
"K-1506 Molde"	"Menn"	"50-66 år"	"2013"	3493
"K-1506 Molde"	"Menn"	"50-66 år"	"2014"	3492
"K-1506 Molde"	"Menn"	"50-66 år"	"2015"	3530
"K-1506 Molde"	"Menn"	"50-66 år"	"2016"	3518
"K-1506 Molde"	"Menn"	"50-66 år"	"2017"	3537
"K-1506 Molde"	"Menn"	"50-66 år"	"2018"	3536
"K-1506 Molde"	"Menn"	"50-66 år"	"2019"	3522
"K-1506 Molde"	"Menn"	"50-66 år"	"2020"	3535
"K-1506 Molde"	"Menn"	"50-66 år"	"2021"	3526
"K-1506 Molde"	"Menn"	"50-66 år"	"2022"	3522
"K-1506 Molde"	"Menn"	"50-66 år"	"2023"	3514
"K-1506 Molde"	"Menn"	"67-79 år"	"1986"	1190
"K-1506 Molde"	"Menn"	"67-79 år"	"1987"	1204
"K-1506 Molde"	"Menn"	"67-79 år"	"1988"	1235
"K-1506 Molde"	"Menn"	"67-79 år"	"1989"	1252
"K-1506 Molde"	"Menn"	"67-79 år"	"1990"	1264
"K-1506 Molde"	"Menn"	"67-79 år"	"1991"	1301
"K-1506 Molde"	"Menn"	"67-79 år"	"1992"	1304
"K-1506 Molde"	"Menn"	"67-79 år"	"1993"	1305
"K-1506 Molde"	"Menn"	"67-79 år"	"1994"	1304
"K-1506 Molde"	"Menn"	"67-79 år"	"1995"	1290
"K-1506 Molde"	"Menn"	"67-79 år"	"1996"	1289
"K-1506 Molde"	"Menn"	"67-79 år"	"1997"	1289
"K-1506 Molde"	"Menn"	"67-79 år"	"1998"	1286
"K-1506 Molde"	"Menn"	"67-79 år"	"1999"	1271
"K-1506 Molde"	"Menn"	"67-79 år"	"2000"	1273
"K-1506 Molde"	"Menn"	"67-79 år"	"2001"	1235
"K-1506 Molde"	"Menn"	"67-79 år"	"2002"	1241
"K-1506 Molde"	"Menn"	"67-79 år"	"2003"	1225
"K-1506 Molde"	"Menn"	"67-79 år"	"2004"	1197
"K-1506 Molde"	"Menn"	"67-79 år"	"2005"	1195
"K-1506 Molde"	"Menn"	"67-79 år"	"2006"	1188
"K-1506 Molde"	"Menn"	"67-79 år"	"2007"	1212
"K-1506 Molde"	"Menn"	"67-79 år"	"2008"	1226
"K-1506 Molde"	"Menn"	"67-79 år"	"2009"	1219
"K-1506 Molde"	"Menn"	"67-79 år"	"2010"	1256
"K-1506 Molde"	"Menn"	"67-79 år"	"2011"	1302
"K-1506 Molde"	"Menn"	"67-79 år"	"2012"	1335
"K-1506 Molde"	"Menn"	"67-79 år"	"2013"	1401
"K-1506 Molde"	"Menn"	"67-79 år"	"2014"	1525
"K-1506 Molde"	"Menn"	"67-79 år"	"2015"	1591
"K-1506 Molde"	"Menn"	"67-79 år"	"2016"	1693
"K-1506 Molde"	"Menn"	"67-79 år"	"2017"	1768
"K-1506 Molde"	"Menn"	"67-79 år"	"2018"	1846
"K-1506 Molde"	"Menn"	"67-79 år"	"2019"	1915
"K-1506 Molde"	"Menn"	"67-79 år"	"2020"	1958
"K-1506 Molde"	"Menn"	"67-79 år"	"2021"	2056
"K-1506 Molde"	"Menn"	"67-79 år"	"2022"	2141
"K-1506 Molde"	"Menn"	"67-79 år"	"2023"	2196
"K-1506 Molde"	"Menn"	"80-89 år"	"1986"	298
"K-1506 Molde"	"Menn"	"80-89 år"	"1987"	316
"K-1506 Molde"	"Menn"	"80-89 år"	"1988"	314
"K-1506 Molde"	"Menn"	"80-89 år"	"1989"	339
"K-1506 Molde"	"Menn"	"80-89 år"	"1990"	345
"K-1506 Molde"	"Menn"	"80-89 år"	"1991"	367
"K-1506 Molde"	"Menn"	"80-89 år"	"1992"	373
"K-1506 Molde"	"Menn"	"80-89 år"	"1993"	400
"K-1506 Molde"	"Menn"	"80-89 år"	"1994"	394
"K-1506 Molde"	"Menn"	"80-89 år"	"1995"	392
"K-1506 Molde"	"Menn"	"80-89 år"	"1996"	388
"K-1506 Molde"	"Menn"	"80-89 år"	"1997"	397
"K-1506 Molde"	"Menn"	"80-89 år"	"1998"	391
"K-1506 Molde"	"Menn"	"80-89 år"	"1999"	406
"K-1506 Molde"	"Menn"	"80-89 år"	"2000"	403
"K-1506 Molde"	"Menn"	"80-89 år"	"2001"	440
"K-1506 Molde"	"Menn"	"80-89 år"	"2002"	444
"K-1506 Molde"	"Menn"	"80-89 år"	"2003"	439
"K-1506 Molde"	"Menn"	"80-89 år"	"2004"	459
"K-1506 Molde"	"Menn"	"80-89 år"	"2005"	469
"K-1506 Molde"	"Menn"	"80-89 år"	"2006"	485
"K-1506 Molde"	"Menn"	"80-89 år"	"2007"	497
"K-1506 Molde"	"Menn"	"80-89 år"	"2008"	506
"K-1506 Molde"	"Menn"	"80-89 år"	"2009"	499
"K-1506 Molde"	"Menn"	"80-89 år"	"2010"	499
"K-1506 Molde"	"Menn"	"80-89 år"	"2011"	495
"K-1506 Molde"	"Menn"	"80-89 år"	"2012"	507
"K-1506 Molde"	"Menn"	"80-89 år"	"2013"	514
"K-1506 Molde"	"Menn"	"80-89 år"	"2014"	487
"K-1506 Molde"	"Menn"	"80-89 år"	"2015"	509
"K-1506 Molde"	"Menn"	"80-89 år"	"2016"	528
"K-1506 Molde"	"Menn"	"80-89 år"	"2017"	526
"K-1506 Molde"	"Menn"	"80-89 år"	"2018"	528
"K-1506 Molde"	"Menn"	"80-89 år"	"2019"	540
"K-1506 Molde"	"Menn"	"80-89 år"	"2020"	562
"K-1506 Molde"	"Menn"	"80-89 år"	"2021"	569
"K-1506 Molde"	"Menn"	"80-89 år"	"2022"	553
"K-1506 Molde"	"Menn"	"80-89 år"	"2023"	597
"K-1506 Molde"	"Menn"	"90 år og eldre"	"1986"	36
"K-1506 Molde"	"Menn"	"90 år og eldre"	"1987"	38
"K-1506 Molde"	"Menn"	"90 år og eldre"	"1988"	35
"K-1506 Molde"	"Menn"	"90 år og eldre"	"1989"	30
"K-1506 Molde"	"Menn"	"90 år og eldre"	"1990"	39
"K-1506 Molde"	"Menn"	"90 år og eldre"	"1991"	39
"K-1506 Molde"	"Menn"	"90 år og eldre"	"1992"	47
"K-1506 Molde"	"Menn"	"90 år og eldre"	"1993"	49
"K-1506 Molde"	"Menn"	"90 år og eldre"	"1994"	59
"K-1506 Molde"	"Menn"	"90 år og eldre"	"1995"	65
"K-1506 Molde"	"Menn"	"90 år og eldre"	"1996"	62
"K-1506 Molde"	"Menn"	"90 år og eldre"	"1997"	60
"K-1506 Molde"	"Menn"	"90 år og eldre"	"1998"	56
"K-1506 Molde"	"Menn"	"90 år og eldre"	"1999"	60
"K-1506 Molde"	"Menn"	"90 år og eldre"	"2000"	62
"K-1506 Molde"	"Menn"	"90 år og eldre"	"2001"	53
"K-1506 Molde"	"Menn"	"90 år og eldre"	"2002"	54
"K-1506 Molde"	"Menn"	"90 år og eldre"	"2003"	59
"K-1506 Molde"	"Menn"	"90 år og eldre"	"2004"	51
"K-1506 Molde"	"Menn"	"90 år og eldre"	"2005"	57
"K-1506 Molde"	"Menn"	"90 år og eldre"	"2006"	62
"K-1506 Molde"	"Menn"	"90 år og eldre"	"2007"	64
"K-1506 Molde"	"Menn"	"90 år og eldre"	"2008"	57
"K-1506 Molde"	"Menn"	"90 år og eldre"	"2009"	56
"K-1506 Molde"	"Menn"	"90 år og eldre"	"2010"	58
"K-1506 Molde"	"Menn"	"90 år og eldre"	"2011"	69
"K-1506 Molde"	"Menn"	"90 år og eldre"	"2012"	73
"K-1506 Molde"	"Menn"	"90 år og eldre"	"2013"	87
"K-1506 Molde"	"Menn"	"90 år og eldre"	"2014"	91
"K-1506 Molde"	"Menn"	"90 år og eldre"	"2015"	87
"K-1506 Molde"	"Menn"	"90 år og eldre"	"2016"	93
"K-1506 Molde"	"Menn"	"90 år og eldre"	"2017"	98
"K-1506 Molde"	"Menn"	"90 år og eldre"	"2018"	100
"K-1506 Molde"	"Menn"	"90 år og eldre"	"2019"	97
"K-1506 Molde"	"Menn"	"90 år og eldre"	"2020"	103
"K-1506 Molde"	"Menn"	"90 år og eldre"	"2021"	114
"K-1506 Molde"	"Menn"	"90 år og eldre"	"2022"	116
"K-1506 Molde"	"Menn"	"90 år og eldre"	"2023"	107
"K-1506 Molde"	"Kvinner"	"0-17 år"	"1986"	3356
"K-1506 Molde"	"Kvinner"	"0-17 år"	"1987"	3334
"K-1506 Molde"	"Kvinner"	"0-17 år"	"1988"	3295
"K-1506 Molde"	"Kvinner"	"0-17 år"	"1989"	3279
"K-1506 Molde"	"Kvinner"	"0-17 år"	"1990"	3249
"K-1506 Molde"	"Kvinner"	"0-17 år"	"1991"	3198
"K-1506 Molde"	"Kvinner"	"0-17 år"	"1992"	3205
"K-1506 Molde"	"Kvinner"	"0-17 år"	"1993"	3206
"K-1506 Molde"	"Kvinner"	"0-17 år"	"1994"	3237
"K-1506 Molde"	"Kvinner"	"0-17 år"	"1995"	3274
"K-1506 Molde"	"Kvinner"	"0-17 år"	"1996"	3337
"K-1506 Molde"	"Kvinner"	"0-17 år"	"1997"	3357
"K-1506 Molde"	"Kvinner"	"0-17 år"	"1998"	3320
"K-1506 Molde"	"Kvinner"	"0-17 år"	"1999"	3382
"K-1506 Molde"	"Kvinner"	"0-17 år"	"2000"	3352
"K-1506 Molde"	"Kvinner"	"0-17 år"	"2001"	3379
"K-1506 Molde"	"Kvinner"	"0-17 år"	"2002"	3370
"K-1506 Molde"	"Kvinner"	"0-17 år"	"2003"	3352
"K-1506 Molde"	"Kvinner"	"0-17 år"	"2004"	3331
"K-1506 Molde"	"Kvinner"	"0-17 år"	"2005"	3346
"K-1506 Molde"	"Kvinner"	"0-17 år"	"2006"	3304
"K-1506 Molde"	"Kvinner"	"0-17 år"	"2007"	3289
"K-1506 Molde"	"Kvinner"	"0-17 år"	"2008"	3268
"K-1506 Molde"	"Kvinner"	"0-17 år"	"2009"	3296
"K-1506 Molde"	"Kvinner"	"0-17 år"	"2010"	3306
"K-1506 Molde"	"Kvinner"	"0-17 år"	"2011"	3260
"K-1506 Molde"	"Kvinner"	"0-17 år"	"2012"	3276
"K-1506 Molde"	"Kvinner"	"0-17 år"	"2013"	3282
"K-1506 Molde"	"Kvinner"	"0-17 år"	"2014"	3267
"K-1506 Molde"	"Kvinner"	"0-17 år"	"2015"	3239
"K-1506 Molde"	"Kvinner"	"0-17 år"	"2016"	3238
"K-1506 Molde"	"Kvinner"	"0-17 år"	"2017"	3230
"K-1506 Molde"	"Kvinner"	"0-17 år"	"2018"	3213
"K-1506 Molde"	"Kvinner"	"0-17 år"	"2019"	3227
"K-1506 Molde"	"Kvinner"	"0-17 år"	"2020"	3201
"K-1506 Molde"	"Kvinner"	"0-17 år"	"2021"	3159
"K-1506 Molde"	"Kvinner"	"0-17 år"	"2022"	3149
"K-1506 Molde"	"Kvinner"	"0-17 år"	"2023"	3180
"K-1506 Molde"	"Kvinner"	"18-49 år"	"1986"	5805
"K-1506 Molde"	"Kvinner"	"18-49 år"	"1987"	5883
"K-1506 Molde"	"Kvinner"	"18-49 år"	"1988"	5964
"K-1506 Molde"	"Kvinner"	"18-49 år"	"1989"	6068
"K-1506 Molde"	"Kvinner"	"18-49 år"	"1990"	6121
"K-1506 Molde"	"Kvinner"	"18-49 år"	"1991"	6179
"K-1506 Molde"	"Kvinner"	"18-49 år"	"1992"	6217
"K-1506 Molde"	"Kvinner"	"18-49 år"	"1993"	6280
"K-1506 Molde"	"Kvinner"	"18-49 år"	"1994"	6285
"K-1506 Molde"	"Kvinner"	"18-49 år"	"1995"	6284
"K-1506 Molde"	"Kvinner"	"18-49 år"	"1996"	6314
"K-1506 Molde"	"Kvinner"	"18-49 år"	"1997"	6238
"K-1506 Molde"	"Kvinner"	"18-49 år"	"1998"	6219
"K-1506 Molde"	"Kvinner"	"18-49 år"	"1999"	6221
"K-1506 Molde"	"Kvinner"	"18-49 år"	"2000"	6209
"K-1506 Molde"	"Kvinner"	"18-49 år"	"2001"	6100
"K-1506 Molde"	"Kvinner"	"18-49 år"	"2002"	6031
"K-1506 Molde"	"Kvinner"	"18-49 år"	"2003"	6040
"K-1506 Molde"	"Kvinner"	"18-49 år"	"2004"	6033
"K-1506 Molde"	"Kvinner"	"18-49 år"	"2005"	6006
"K-1506 Molde"	"Kvinner"	"18-49 år"	"2006"	5930
"K-1506 Molde"	"Kvinner"	"18-49 år"	"2007"	5858
"K-1506 Molde"	"Kvinner"	"18-49 år"	"2008"	5798
"K-1506 Molde"	"Kvinner"	"18-49 år"	"2009"	5826
"K-1506 Molde"	"Kvinner"	"18-49 år"	"2010"	5853
"K-1506 Molde"	"Kvinner"	"18-49 år"	"2011"	5901
"K-1506 Molde"	"Kvinner"	"18-49 år"	"2012"	5981
"K-1506 Molde"	"Kvinner"	"18-49 år"	"2013"	6130
"K-1506 Molde"	"Kvinner"	"18-49 år"	"2014"	6168
"K-1506 Molde"	"Kvinner"	"18-49 år"	"2015"	6277
"K-1506 Molde"	"Kvinner"	"18-49 år"	"2016"	6336
"K-1506 Molde"	"Kvinner"	"18-49 år"	"2017"	6267
"K-1506 Molde"	"Kvinner"	"18-49 år"	"2018"	6235
"K-1506 Molde"	"Kvinner"	"18-49 år"	"2019"	6179
"K-1506 Molde"	"Kvinner"	"18-49 år"	"2020"	6104
"K-1506 Molde"	"Kvinner"	"18-49 år"	"2021"	6014
"K-1506 Molde"	"Kvinner"	"18-49 år"	"2022"	6012
"K-1506 Molde"	"Kvinner"	"18-49 år"	"2023"	6161
"K-1506 Molde"	"Kvinner"	"50-66 år"	"1986"	2344
"K-1506 Molde"	"Kvinner"	"50-66 år"	"1987"	2312
"K-1506 Molde"	"Kvinner"	"50-66 år"	"1988"	2260
"K-1506 Molde"	"Kvinner"	"50-66 år"	"1989"	2205
"K-1506 Molde"	"Kvinner"	"50-66 år"	"1990"	2198
"K-1506 Molde"	"Kvinner"	"50-66 år"	"1991"	2162
"K-1506 Molde"	"Kvinner"	"50-66 år"	"1992"	2177
"K-1506 Molde"	"Kvinner"	"50-66 år"	"1993"	2189
"K-1506 Molde"	"Kvinner"	"50-66 år"	"1994"	2196
"K-1506 Molde"	"Kvinner"	"50-66 år"	"1995"	2234
"K-1506 Molde"	"Kvinner"	"50-66 år"	"1996"	2288
"K-1506 Molde"	"Kvinner"	"50-66 år"	"1997"	2351
"K-1506 Molde"	"Kvinner"	"50-66 år"	"1998"	2406
"K-1506 Molde"	"Kvinner"	"50-66 år"	"1999"	2498
"K-1506 Molde"	"Kvinner"	"50-66 år"	"2000"	2571
"K-1506 Molde"	"Kvinner"	"50-66 år"	"2001"	2671
"K-1506 Molde"	"Kvinner"	"50-66 år"	"2002"	2762
"K-1506 Molde"	"Kvinner"	"50-66 år"	"2003"	2829
"K-1506 Molde"	"Kvinner"	"50-66 år"	"2004"	2874
"K-1506 Molde"	"Kvinner"	"50-66 år"	"2005"	2919
"K-1506 Molde"	"Kvinner"	"50-66 år"	"2006"	3009
"K-1506 Molde"	"Kvinner"	"50-66 år"	"2007"	3094
"K-1506 Molde"	"Kvinner"	"50-66 år"	"2008"	3168
"K-1506 Molde"	"Kvinner"	"50-66 år"	"2009"	3230
"K-1506 Molde"	"Kvinner"	"50-66 år"	"2010"	3293
"K-1506 Molde"	"Kvinner"	"50-66 år"	"2011"	3360
"K-1506 Molde"	"Kvinner"	"50-66 år"	"2012"	3380
"K-1506 Molde"	"Kvinner"	"50-66 år"	"2013"	3389
"K-1506 Molde"	"Kvinner"	"50-66 år"	"2014"	3398
"K-1506 Molde"	"Kvinner"	"50-66 år"	"2015"	3405
"K-1506 Molde"	"Kvinner"	"50-66 år"	"2016"	3395
"K-1506 Molde"	"Kvinner"	"50-66 år"	"2017"	3435
"K-1506 Molde"	"Kvinner"	"50-66 år"	"2018"	3431
"K-1506 Molde"	"Kvinner"	"50-66 år"	"2019"	3477
"K-1506 Molde"	"Kvinner"	"50-66 år"	"2020"	3514
"K-1506 Molde"	"Kvinner"	"50-66 år"	"2021"	3546
"K-1506 Molde"	"Kvinner"	"50-66 år"	"2022"	3614
"K-1506 Molde"	"Kvinner"	"50-66 år"	"2023"	3616
"K-1506 Molde"	"Kvinner"	"67-79 år"	"1986"	1573
"K-1506 Molde"	"Kvinner"	"67-79 år"	"1987"	1590
"K-1506 Molde"	"Kvinner"	"67-79 år"	"1988"	1651
"K-1506 Molde"	"Kvinner"	"67-79 år"	"1989"	1673
"K-1506 Molde"	"Kvinner"	"67-79 år"	"1990"	1696
"K-1506 Molde"	"Kvinner"	"67-79 år"	"1991"	1703
"K-1506 Molde"	"Kvinner"	"67-79 år"	"1992"	1670
"K-1506 Molde"	"Kvinner"	"67-79 år"	"1993"	1676
"K-1506 Molde"	"Kvinner"	"67-79 år"	"1994"	1670
"K-1506 Molde"	"Kvinner"	"67-79 år"	"1995"	1663
"K-1506 Molde"	"Kvinner"	"67-79 år"	"1996"	1670
"K-1506 Molde"	"Kvinner"	"67-79 år"	"1997"	1665
"K-1506 Molde"	"Kvinner"	"67-79 år"	"1998"	1664
"K-1506 Molde"	"Kvinner"	"67-79 år"	"1999"	1640
"K-1506 Molde"	"Kvinner"	"67-79 år"	"2000"	1618
